ComID,GeogName,Year,DataGroup1,DataGroup2,All Cancers,Head and Neck,Lip,Tongue,"Mouth, Other",Pharynx and Tonsil,Paranasal Sinuses,Larynx,Gastro - Intestinal,Esophagus,Stomach,Small Bowel,Colon and Rectum,Liver and Biliary Tract,Pancreas,Peritoneum and GI Unspecified,Respiratory,"Lung,Trachea and Bronchus","Mediastinum, Pleura",Breast,Skin and Melanoma,Melanoma of Skin,Other Skin,Gynecological,Cervix,Body of Uterus,Ovary,Other Female Genital,Genito - Urinary,Testis,Penis and Male Genital Unspecified,Bladder,"Kidney, Ureter and Other Urinary",Lymphomas,Non-Hodgkins Lymphoma,Hodgkins Lymphoma,Hematologic,Multiple Myeloma,Leukemia,Miscellaneous Proliferative,Other,Eye and Lacrimal Gland,Brain,"Meninges, Spinal Cord and other CNS",Thyroid,Other Endocrine,Bone and Connective Tissue,Other and Ill Defined Sites,Unknown Primary,Prostate
cnt1216,Richmond County,2002-2006,Female,35-64,25,0,,,,,,,0,,,,,,,,0,,,15,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1217,Cape Breton County,2002-2006,Female,35-64,325,5,,,,,,,40,,,,,,,,35,,,120,10,,,55,,,,,15,,,,,10,,,10,,,,30,,,,,,,,,
cnt1218,Victoria County,2002-2006,Female,35-64,15,0,,,,,,,0,,,,,,,,0,,,5,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
dha1,South Shore Health,2002-2006,Female,35-64,175,5,,,,,,,20,,,,,,,,10,,,70,10,,,20,,,,,10,,,,,5,,,5,,,,25,,,,,,,,,
dha2,South West Health,2002-2006,Female,35-64,165,5,,,,,,,25,,,,,,,,30,,,45,10,,,20,,,,,5,,,,,10,,,5,,,,10,,,,,,,,,
dha3,Annapolis Valley Health,2002-2006,Female,35-64,230,5,,,,,,,20,,,,,,,,25,,,90,20,,,30,,,,,10,,,,,10,,,5,,,,15,,,,,,,,,
dha4,Colchester East Hants Health Authority,2002-2006,Female,35-64,195,5,,,,,,,20,,,,,,,,15,,,80,15,,,30,,,,,5,,,,,10,,,5,,,,15,,,,,,,,,
dha5,Cumberland Health Authority,2002-2006,Female,35-64,95,5,,,,,,,10,,,,,,,,10,,,30,5,,,15,,,,,0,,,,,10,,,0,,,,10,,,,,,,,,
dha6,Pictou County Health Authority,2002-2006,Female,35-64,125,5,,,,,,,10,,,,,,,,10,,,45,10,,,15,,,,,5,,,,,5,,,10,,,,15,,,,,,,,,
dha7,Guysborough Antigonish Strait Health Authority,2002-2006,Female,35-64,120,0,,,,,,,5,,,,,,,,10,,,60,5,,,15,,,,,5,,,,,10,,,5,,,,10,,,,,,,,,
dha8,Cape Breton District Health Authority,2002-2006,Female,35-64,385,5,,,,,,,50,,,,,,,,40,,,145,15,,,65,,,,,15,,,,,15,,,10,,,,30,,,,,,,,,
dha9,Capital Health,2002-2006,Female,35-64,1095,10,,,,,,,120,,,,,,,,90,,,445,80,,,140,,,,,35,,,,,45,,,20,,,,105,,,,,,,,,
pro9012,Nova Scotia,2002-2006,Female,35-64,2585,40,5,5,15,10,5,5,280,10,15,5,215,10,20,0,230,230,0,1015,165,0,0,350,135,115,75,25,85,0,0,10,75,120,105,15,60,10,35,15,240,0,30,5,150,5,15,10,35,0
cnt1201,Shelburne County,2002-2006,Female,65-74,40,0,,,,,,,5,,,,,,,,5,,,10,5,,,10,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
cnt1202,Yarmouth County,2002-2006,Female,65-74,80,0,,,,,,,15,,,,,,,,10,,,25,0,,,10,,,,,5,,,,,5,,,5,,,,0,,,,,,,,,
cnt1203,Digby County,2002-2006,Female,65-74,70,0,,,,,,,10,,,,,,,,15,,,15,0,,,10,,,,,5,,,,,5,,,0,,,,5,,,,,,,,,
cnt1204,Queens County,2002-2006,Female,65-74,45,0,,,,,,,10,,,,,,,,5,,,15,0,,,5,,,,,0,,,,,5,,,0,,,,0,,,,,,,,,
cnt1205,Annapolis County,2002-2006,Female,65-74,70,0,,,,,,,10,,,,,,,,10,,,25,5,,,5,,,,,0,,,,,5,,,0,,,,5,,,,,,,,,
cnt1206,Lunenburg County,2002-2006,Female,65-74,140,0,,,,,,,20,,,,,,,,30,,,40,5,,,15,,,,,5,,,,,5,,,5,,,,10,,,,,,,,,
cnt1207,Kings County,2002-2006,Female,65-74,160,0,,,,,,,25,,,,,,,,25,,,50,5,,,25,,,,,5,,,,,5,,,10,,,,10,,,,,,,,,
cnt1208,Hants County,2002-2006,Female,65-74,105,5,,,,,,,20,,,,,,,,10,,,30,5,,,10,,,,,5,,,,,5,,,5,,,,15,,,,,,,,,
cnt1209,Halifax County,2002-2006,Female,65-74,915,20,,,,,,,160,,,,,,,,135,,,285,45,,,100,,,,,45,,,,,40,,,25,,,,55,,,,,,,,,
cnt1210,Colchester County,2002-2006,Female,65-74,130,5,,,,,,,35,,,,,,,,15,,,35,5,,,15,,,,,5,,,,,5,,,0,,,,10,,,,,,,,,
cnt1211,Cumberland County,2002-2006,Female,65-74,95,5,,,,,,,15,,,,,,,,15,,,30,5,,,15,,,,,0,,,,,5,,,0,,,,5,,,,,,,,,
cnt1212,Pictou County,2002-2006,Female,65-74,140,0,,,,,,,25,,,,,,,,25,,,40,10,,,20,,,,,5,,,,,5,,,5,,,,10,,,,,,,,,
cnt1213,Guysborough County,2002-2006,Female,65-74,35,0,,,,,,,5,,,,,,,,5,,,10,0,,,5,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1214,Antigonish County,2002-2006,Female,65-74,35,0,,,,,,,5,,,,,,,,5,,,15,0,,,5,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1215,Inverness County,2002-2006,Female,65-74,70,5,,,,,,,5,,,,,,,,10,,,30,5,,,5,,,,,5,,,,,0,,,0,,,,5,,,,,,,,,
cnt1216,Richmond County,2002-2006,Female,65-74,30,0,,,,,,,5,,,,,,,,0,,,10,0,,,5,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
cnt1217,Cape Breton County,2002-2006,Female,65-74,350,5,,,,,,,65,,,,,,,,55,,,115,5,,,45,,,,,15,,,,,15,,,10,,,,25,,,,,,,,,
cnt1218,Victoria County,2002-2006,Female,65-74,20,0,,,,,,,5,,,,,,,,5,,,10,0,,,5,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
dha1,South Shore Health,2002-2006,Female,65-74,190,5,,,,,,,30,,,,,,,,30,,,60,5,,,20,,,,,10,,,,,10,,,5,,,,10,,,,,,,,,
dha2,South West Health,2002-2006,Female,65-74,190,5,,,,,,,35,,,,,,,,30,,,55,5,,,25,,,,,10,,,,,5,,,5,,,,10,,,,,,,,,
dha3,Annapolis Valley Health,2002-2006,Female,65-74,230,0,,,,,,,30,,,,,,,,35,,,75,10,,,30,,,,,5,,,,,10,,,10,,,,15,,,,,,,,,
dha4,Colchester East Hants Health Authority,2002-2006,Female,65-74,180,5,,,,,,,45,,,,,,,,20,,,55,5,,,20,,,,,10,,,,,5,,,0,,,,15,,,,,,,,,
dha5,Cumberland Health Authority,2002-2006,Female,65-74,95,5,,,,,,,15,,,,,,,,15,,,30,5,,,15,,,,,0,,,,,5,,,0,,,,5,,,,,,,,,
dha6,Pictou County Health Authority,2002-2006,Female,65-74,145,0,,,,,,,25,,,,,,,,25,,,40,10,,,20,,,,,5,,,,,5,,,5,,,,10,,,,,,,,,
dha7,Guysborough Antigonish Strait Health Authority,2002-2006,Female,65-74,130,5,,,,,,,15,,,,,,,,20,,,50,5,,,20,,,,,5,,,,,5,,,5,,,,5,,,,,,,,,
dha8,Cape Breton District Health Authority,2002-2006,Female,65-74,415,10,,,,,,,70,,,,,,,,60,,,145,10,,,50,,,,,20,,,,,15,,,10,,,,25,,,,,,,,,
dha9,Capital Health,2002-2006,Female,65-74,980,20,,,,,,,170,,,,,,,,145,,,295,50,,,105,,,,,50,,,,,45,,,30,,,,65,,,,,,,,,
pro9012,Nova Scotia,2002-2006,Female,65-74,2555,55,5,10,10,20,5,10,440,10,25,10,300,25,55,15,385,375,5,800,105,0,0,310,25,200,65,20,115,0,0,35,80,105,95,10,80,25,35,20,160,0,30,0,45,0,10,10,65,0
cnt1201,Shelburne County,2002-2006,Female,75+,120,0,,,,,,,40,,,,,,,,10,,,30,0,,,5,,,,,15,,,,,5,,,0,,,,10,,,,,,,,,
cnt1202,Yarmouth County,2002-2006,Female,75+,185,5,,,,,,,50,,,,,,,,20,,,50,5,,,15,,,,,5,,,,,5,,,20,,,,15,,,,,,,,,
cnt1203,Digby County,2002-2006,Female,75+,155,0,,,,,,,40,,,,,,,,25,,,25,5,,,10,,,,,15,,,,,5,,,10,,,,20,,,,,,,,,
cnt1204,Queens County,2002-2006,Female,75+,100,0,,,,,,,25,,,,,,,,15,,,25,5,,,5,,,,,5,,,,,10,,,0,,,,10,,,,,,,,,
cnt1205,Annapolis County,2002-2006,Female,75+,190,0,,,,,,,60,,,,,,,,20,,,35,10,,,20,,,,,15,,,,,5,,,5,,,,25,,,,,,,,,
cnt1206,Lunenburg County,2002-2006,Female,75+,405,5,,,,,,,130,,,,,,,,60,,,85,20,,,25,,,,,20,,,,,20,,,10,,,,25,,,,,,,,,
cnt1207,Kings County,2002-2006,Female,75+,375,5,,,,,,,105,,,,,,,,55,,,85,10,,,35,,,,,15,,,,,15,,,10,,,,30,,,,,,,,,
cnt1208,Hants County,2002-2006,Female,75+,250,5,,,,,,,75,,,,,,,,40,,,55,5,,,25,,,,,15,,,,,10,,,10,,,,15,,,,,,,,,
cnt1209,Halifax County,2002-2006,Female,75+,2190,30,,,,,,,585,,,,,,,,375,,,555,65,,,165,,,,,115,,,,,85,,,80,,,,135,,,,,,,,,
cnt1210,Colchester County,2002-2006,Female,75+,380,5,,,,,,,100,,,,,,,,60,,,80,15,,,40,,,,,15,,,,,20,,,15,,,,30,,,,,,,,,
cnt1211,Cumberland County,2002-2006,Female,75+,355,5,,,,,,,95,,,,,,,,65,,,80,5,,,30,,,,,20,,,,,20,,,15,,,,25,,,,,,,,,
cnt1212,Pictou County,2002-2006,Female,75+,415,5,,,,,,,130,,,,,,,,65,,,90,10,,,35,,,,,15,,,,,15,,,15,,,,30,,,,,,,,,
cnt1213,Guysborough County,2002-2006,Female,75+,95,0,,,,,,,20,,,,,,,,15,,,20,0,,,10,,,,,10,,,,,5,,,5,,,,10,,,,,,,,,
cnt1214,Antigonish County,2002-2006,Female,75+,110,0,,,,,,,35,,,,,,,,15,,,25,0,,,15,,,,,5,,,,,5,,,5,,,,5,,,,,,,,,
cnt1215,Inverness County,2002-2006,Female,75+,160,0,,,,,,,40,,,,,,,,20,,,35,5,,,15,,,,,15,,,,,10,,,5,,,,15,,,,,,,,,
cnt1216,Richmond County,2002-2006,Female,75+,80,0,,,,,,,20,,,,,,,,10,,,20,0,,,5,,,,,5,,,,,5,,,10,,,,5,,,,,,,,,
cnt1217,Cape Breton County,2002-2006,Female,75+,1020,10,,,,,,,280,,,,,,,,180,,,255,15,,,85,,,,,40,,,,,30,,,50,,,,75,,,,,,,,,
cnt1218,Victoria County,2002-2006,Female,75+,65,0,,,,,,,25,,,,,,,,5,,,15,0,,,5,,,,,5,,,,,0,,,0,,,,5,,,,,,,,,
dha1,South Shore Health,2002-2006,Female,75+,515,10,,,,,,,155,,,,,,,,80,,,110,25,,,30,,,,,30,,,,,30,,,15,,,,40,,,,,,,,,
dha2,South West Health,2002-2006,Female,75+,475,5,,,,,,,140,,,,,,,,60,,,105,10,,,30,,,,,35,,,,,20,,,30,,,,40,,,,,,,,,
dha3,Annapolis Valley Health,2002-2006,Female,75+,575,10,,,,,,,165,,,,,,,,80,,,125,20,,,55,,,,,30,,,,,20,,,15,,,,50,,,,,,,,,
dha4,Colchester East Hants Health Authority,2002-2006,Female,75+,495,10,,,,,,,135,,,,,,,,80,,,100,15,,,50,,,,,20,,,,,25,,,25,,,,45,,,,,,,,,
dha5,Cumberland Health Authority,2002-2006,Female,75+,360,5,,,,,,,100,,,,,,,,70,,,80,5,,,30,,,,,20,,,,,20,,,15,,,,25,,,,,,,,,
dha6,Pictou County Health Authority,2002-2006,Female,75+,420,5,,,,,,,135,,,,,,,,65,,,90,10,,,35,,,,,15,,,,,15,,,15,,,,30,,,,,,,,,
dha7,Guysborough Antigonish Strait Health Authority,2002-2006,Female,75+,340,5,,,,,,,90,,,,,,,,45,,,85,5,,,35,,,,,15,,,,,10,,,20,,,,30,,,,,,,,,
dha8,Cape Breton District Health Authority,2002-2006,Female,75+,1210,15,,,,,,,340,,,,,,,,200,,,300,20,,,100,,,,,55,,,,,35,,,60,,,,85,,,,,,,,,
dha9,Capital Health,2002-2006,Female,75+,2365,30,,,,,,,635,,,,,,,,410,,,590,70,,,180,,,,,125,,,,,90,,,90,,,,140,,,,,,,,,
pro9012,Nova Scotia,2002-2006,Female,75+,6765,95,10,15,40,15,5,10,1890,50,120,20,1340,105,235,20,1080,1075,5,1585,180,0,0,545,55,260,170,60,345,0,0,135,210,265,255,10,290,65,145,75,490,10,60,0,50,5,35,40,290,0
chb11,Lunenburg County,2002-2006,Female,Total,655,5,,,,,,,155,,,,,,,,85,,,175,35,,,55,,,,,30,,,,,30,,,25,,,,60,,,,,,,,,
chb12,Queens County,2002-2006,Female,Total,200,10,,,,,,,45,,,,,,,,25,,,60,5,,,15,,,,,10,,,,,15,,,5,,,,20,,,,,,,,,
chb21,Clare,2002-2006,Female,Total,100,0,,,,,,,20,,,,,,,,15,,,25,0,,,10,,,,,10,,,,,5,,,5,,,,10,,,,,,,,,
chb22,Digby and Area,2002-2006,Female,Total,175,5,,,,,,,40,,,,,,,,30,,,35,15,,,15,,,,,10,,,,,10,,,5,,,,20,,,,,,,,,
chb23,Shelburne County,2002-2006,Female,Total,215,5,,,,,,,45,,,,,,,,25,,,50,10,,,25,,,,,20,,,,,10,,,5,,,,25,,,,,,,,,
chb24,Yarmouth County,2002-2006,Female,Total,350,10,,,,,,,90,,,,,,,,45,,,95,5,,,35,,,,,15,,,,,15,,,25,,,,20,,,,,,,,,
chb31,Annapolis,2002-2006,Female,Total,265,0,,,,,,,55,,,,,,,,25,,,80,10,,,25,,,,,15,,,,,15,,,10,,,,30,,,,,,,,,
chb32,Central Kings,2002-2006,Female,Total,285,5,,,,,,,65,,,,,,,,45,,,75,15,,,25,,,,,15,,,,,10,,,5,,,,25,,,,,,,,,
chb33,Kingston/Greenwood,2002-2006,Female,Total,150,0,,,,,,,30,,,,,,,,15,,,40,15,,,15,,,,,5,,,,,10,,,0,,,,15,,,,,,,,,
chb34,Eastern Kings,2002-2006,Female,Total,160,5,,,,,,,35,,,,,,,,15,,,45,5,,,20,,,,,5,,,,,10,,,5,,,,10,,,,,,,,,
