ID,ComID,Geogname,Year,DataGroup1,DataGroup2,DataGroup3,All Cancers,Head and Neck,Lip,Tongue,"Mouth, Other",Pharynx and Tonsil,Paranasal Sinuses,Larynx,Gastro - Intestinal,Esophagus,Stomach,Small Bowel,Colon and Rectum,Liver and Biliary Tract,Pancreas,Peritoneum and GI Unspecified,Respiratory,"Lung,Trachea and Bronchus","Mediastinum, Pleura",Breast,Breast2,Skin and Melanoma,Melanoma of Skin,Other Skin,Gynecological,Cervix,Body of Uterus,Ovary,Other Female Genital,Genito - Urinary,Testis,Penis and Male Genital Unspecified,Bladder,"Kidney, Ureter and Other Urinary",Lymphomas,Non-Hodgkin's Lymphoma,Hodgkin's Lymphoma,Hematologic,Multiple Myeloma,Leukemia,Miscellaneous Proliferative,Other,Eye and Lacrimal Gland,Brain,"Meninges, Spinal Cord and other CNS",Thyroid,Other Endocrine,Bone and Connective Tissue,Other and Ill Defined Sites,Unknown Primary,Prostate
15,cnt1201,Shelburne County,2003,Total,20 - 34,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
16,cnt1201,Shelburne County,2003,Total,35 - 64,Number,70,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,15,0,5,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
17,cnt1201,Shelburne County,2003,Total,65 -74,Number,110,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,15,0,0,0,0,5,0,0,0,0,20,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
18,cnt1201,Shelburne County,2003,Total,75 +,Number,280,5,0,0,0,0,0,0,80,0,0,0,0,0,0,0,45,0,0,35,0,0,0,0,10,0,0,0,0,70,0,0,0,0,10,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
19,cnt1201,Shelburne County,2003,Total,Total,Number,465,10,0,0,0,0,0,0,105,0,0,0,0,0,0,0,75,0,0,70,0,5,0,0,30,0,0,0,0,105,0,0,0,0,15,0,0,15,0,0,0,35,0,0,0,0,0,0,0,0,0
20,cnt1202,Yarmouth County,2003,Female,0 - 19,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,cnt1202,Yarmouth County,2003,Female,20 - 34,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,cnt1202,Yarmouth County,2003,Female,35 - 64,Number,70,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,25,0,0,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,cnt1202,Yarmouth County,2003,Female,65 -74,Number,70,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,0,0,25,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,cnt1202,Yarmouth County,2003,Female,75 +,Number,215,5,0,0,0,0,0,0,65,0,0,0,0,0,0,0,30,0,0,45,0,0,0,0,20,0,0,0,0,20,0,0,0,0,5,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
25,cnt1202,Yarmouth County,2003,Female,Total,Number,360,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,45,0,0,95,0,5,0,0,40,0,0,0,0,25,0,0,0,0,15,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
26,cnt1202,Yarmouth County,2003,Male,0 - 19,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,cnt1202,Yarmouth County,2003,Male,20 - 34,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,cnt1202,Yarmouth County,2003,Male,35 - 64,Number,65,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
29,cnt1202,Yarmouth County,2003,Male,65 -74,Number,75,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
30,cnt1202,Yarmouth County,2003,Male,75 +,Number,270,5,0,0,0,0,0,0,60,0,0,0,0,0,0,0,65,0,0,0,0,5,0,0,0,0,0,0,0,95,0,0,0,0,5,0,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0
31,cnt1202,Yarmouth County,2003,Male,Total,Number,410,15,0,0,0,0,0,0,90,0,0,0,0,0,0,0,95,0,0,0,0,15,0,0,0,0,0,0,0,130,0,0,0,0,20,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0
32,cnt1202,Yarmouth County,2003,Total,0 - 19,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,cnt1202,Yarmouth County,2003,Total,20 - 34,Number,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,cnt1202,Yarmouth County,2003,Total,35 - 64,Number,135,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,15,0,0,25,0,5,0,0,15,0,0,0,0,25,0,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
35,cnt1202,Yarmouth County,2003,Total,65 -74,Number,145,5,0,0,0,0,0,0,35,0,0,0,0,0,0,0,30,0,0,25,0,5,0,0,5,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
36,cnt1202,Yarmouth County,2003,Total,75 +,Number,485,10,0,0,0,0,0,0,120,0,0,0,0,0,0,0,95,0,0,45,0,10,0,0,20,0,0,0,0,115,0,0,0,0,10,0,0,35,0,0,0,30,0,0,0,0,0,0,0,0,0
37,cnt1202,Yarmouth County,2003,Total,Total,Number,775,25,0,0,0,0,0,0,185,0,0,0,0,0,0,0,140,0,0,95,0,20,0,0,40,0,0,0,0,160,0,0,0,0,30,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0
38,cnt1203,Digby County,2003,Female,0 - 19,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,cnt1203,Digby County,2003,Female,20 - 34,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,cnt1203,Digby County,2003,Female,35 - 64,Number,50,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,15,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
41,cnt1203,Digby County,2003,Female,65 -74,Number,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
42,cnt1203,Digby County,2003,Female,75 +,Number,190,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,40,0,0,40,0,5,0,0,15,0,0,0,0,10,0,0,0,0,5,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
43,cnt1203,Digby County,2003,Female,Total,Number,290,5,0,0,0,0,0,0,55,0,0,0,0,0,0,0,50,0,0,70,0,10,0,0,30,0,0,0,0,10,0,0,0,0,10,0,0,15,0,0,0,35,0,0,0,0,0,0,0,0,0
44,cnt1203,Digby County,2003,Male,0 - 19,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,cnt1203,Digby County,2003,Male,20 - 34,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,cnt1203,Digby County,2003,Male,35 - 64,Number,45,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
47,cnt1203,Digby County,2003,Male,65 -74,Number,60,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
48,cnt1203,Digby County,2003,Male,75 +,Number,235,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,45,0,0,0,0,5,0,0,0,0,0,0,0,90,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
49,cnt1203,Digby County,2003,Male,Total,Number,345,15,0,0,0,0,0,0,75,0,0,0,0,0,0,0,60,0,0,0,0,10,0,0,0,0,0,0,0,135,0,0,0,0,20,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
50,cnt1203,Digby County,2003,Total,0 - 19,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
51,cnt1203,Digby County,2003,Total,20 - 34,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,cnt1203,Digby County,2003,Total,35 - 64,Number,100,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,15,0,5,0,0,5,0,0,0,0,15,0,0,0,0,10,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
53,cnt1203,Digby County,2003,Total,65 -74,Number,105,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,15,0,5,0,0,5,0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
54,cnt1203,Digby County,2003,Total,75 +,Number,425,15,0,0,0,0,0,0,95,0,0,0,0,0,0,0,85,0,0,40,0,10,0,0,15,0,0,0,0,100,0,0,0,0,15,0,0,20,0,0,0,35,0,0,0,0,0,0,0,0,0
55,cnt1203,Digby County,2003,Total,Total,Number,635,20,0,0,0,0,0,0,130,0,0,0,0,0,0,0,110,0,0,70,0,20,0,0,30,0,0,0,0,145,0,0,0,0,25,0,0,25,0,0,0,55,0,0,0,0,0,0,0,0,0
56,cnt1204,Queens County,2003,Female,0 - 19,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,cnt1204,Queens County,2003,Female,20 - 34,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,cnt1204,Queens County,2003,Female,35 - 64,Number,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,cnt1204,Queens County,2003,Female,65 -74,Number,40,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,cnt1204,Queens County,2003,Female,75 +,Number,125,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,25,0,0,30,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
61,cnt1204,Queens County,2003,Female,Total,Number,200,5,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35,0,0,55,0,5,0,0,15,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
62,cnt1204,Queens County,2003,Male,0 - 19,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,cnt1204,Queens County,2003,Male,20 - 34,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,cnt1204,Queens County,2003,Male,35 - 64,Number,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
65,cnt1204,Queens County,2003,Male,65 -74,Number,55,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,cnt1204,Queens County,2003,Male,75 +,Number,155,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,0,60,0,0,0,0,5,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
67,cnt1204,Queens County,2003,Male,Total,Number,240,15,0,0,0,0,0,0,35,0,0,0,0,0,0,0,45,0,0,0,0,5,0,0,0,0,0,0,0,95,0,0,0,0,15,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
68,cnt1204,Queens County,2003,Total,0 - 19,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,cnt1204,Queens County,2003,Total,20 - 34,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,cnt1204,Queens County,2003,Total,35 - 64,Number,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,5,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
71,cnt1204,Queens County,2003,Total,65 -74,Number,95,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,5,0,0,0,0,25,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72,cnt1204,Queens County,2003,Total,75 +,Number,280,5,0,0,0,0,0,0,60,0,0,0,0,0,0,0,55,0,0,30,0,5,0,0,5,0,0,0,0,65,0,0,0,0,10,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0
73,cnt1204,Queens County,2003,Total,Total,Number,440,20,0,0,0,0,0,0,75,0,0,0,0,0,0,0,80,0,0,55,0,10,0,0,15,0,0,0,0,105,0,0,0,0,25,0,0,20,0,0,0,35,0,0,0,0,0,0,0,0,0
74,cnt1205,Annapolis County,2003,Female,0 - 19,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,cnt1205,Annapolis County,2003,Female,20 - 34,Number,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
76,cnt1205,Annapolis County,2003,Female,35 - 64,Number,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,cnt1205,Annapolis County,2003,Female,65 -74,Number,60,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
78,cnt1205,Annapolis County,2003,Female,75 +,Number,195,5,0,0,0,0,0,0,50,0,0,0,0,0,0,0,30,0,0,40,0,5,0,0,20,0,0,0,0,15,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
79,cnt1205,Annapolis County,2003,Female,Total,Number,310,10,0,0,0,0,0,0,60,0,0,0,0,0,0,0,40,0,0,90,0,5,0,0,35,0,0,0,0,15,0,0,0,0,15,0,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0
80,cnt1205,Annapolis County,2003,Male,0 - 19,Number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,cnt1205,Annapolis County,2003,Male,20 - 34,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,cnt1205,Annapolis County,2003,Male,35 - 64,Number,45,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
83,cnt1205,Annapolis County,2003,Male,65 -74,Number,85,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
84,cnt1205,Annapolis County,2003,Male,75 +,Number,255,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,55,0,0,0,0,5,0,0,0,0,0,0,0,95,0,0,0,0,10,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
85,cnt1205,Annapolis County,2003,Male,Total,Number,390,15,0,0,0,0,0,0,70,0,0,0,0,0,0,0,70,0,0,0,0,15,0,0,0,0,0,0,0,150,0,0,0,0,25,0,0,20,0,0,0,25,0,0,0,0,0,0,0,0,0
86,cnt1205,Annapolis County,2003,Total,0 - 19,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,cnt1205,Annapolis County,2003,Total,20 - 34,Number,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
88,cnt1205,Annapolis County,2003,Total,35 - 64,Number,90,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,25,0,5,0,0,5,0,0,0,0,15,0,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
89,cnt1205,Annapolis County,2003,Total,65 -74,Number,145,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,0,0,25,0,0,0,0,10,0,0,0,0,40,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
90,cnt1205,Annapolis County,2003,Total,75 +,Number,450,15,0,0,0,0,0,0,105,0,0,0,0,0,0,0,80,0,0,40,0,10,0,0,20,0,0,0,0,110,0,0,0,0,20,0,0,25,0,0,0,30,0,0,0,0,0,0,0,0,0
91,cnt1205,Annapolis County,2003,Total,Total,Number,700,25,0,0,0,0,0,0,125,0,0,0,0,0,0,0,110,0,0,90,0,20,0,0,35,0,0,0,0,165,0,0,0,0,35,0,0,35,0,0,0,55,0,0,0,0,0,0,0,0,0
92,cnt1206,Lunenburg County,2003,Female,0 - 19,Number,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,cnt1206,Lunenburg County,2003,Female,20 - 34,Number,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,cnt1206,Lunenburg County,2003,Female,35 - 64,Number,140,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,50,0,10,0,0,20,0,0,0,0,10,0,0,0,0,5,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
95,cnt1206,Lunenburg County,2003,Female,65 -74,Number,140,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,45,0,10,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
96,cnt1206,Lunenburg County,2003,Female,75 +,Number,360,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,45,0,0,85,0,20,0,0,40,0,0,0,0,30,0,0,0,0,15,0,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0
97,cnt1206,Lunenburg County,2003,Female,Total,Number,660,10,0,0,0,0,0,0,120,0,0,0,0,0,0,0,75,0,0,180,0,40,0,0,80,0,0,0,0,45,0,0,0,0,25,0,0,30,0,0,0,55,0,0,0,0,0,0,0,0,0
98,cnt1206,Lunenburg County,2003,Male,0 - 19,Number,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
99,cnt1206,Lunenburg County,2003,Male,20 - 34,Number,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,cnt1206,Lunenburg County,2003,Male,35 - 64,Number,110,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
